SN	English	Ratmate-Kot	Sikri	Kharoban	Chhetrapa	Yarsa	ExtraMeaning
45	rain	tshjarba	dzhəri / jar	dzhəri	lo (low tone)/ tshjarba	tshjarba
46	water	tshju	tshju	tshju	tshju	tshju
47	river	tshuluŋ	ṭaŋka / thaŋka	thaŋpa	tshambo	ṭhaŋka
48	cloud	mukpa	mukpa	mukpa	mukpa	mukpa
49	lightening	tsilam	tsilam	tsilam/bidzuli	bidzuli	bidzuli/ tsilam
50	rainbow	dza	dza	dza	dza	dza
51	wind	laba	hawa /lhaba	laba	la	lhabha /labha
52	stone	ḍhaba/ ḍhu	do	do	do	do
53	path	lam	lam	lam	lam	lam
54	sand	baluwa	baluwa 	baluwa	baluwa	baluwa
55	fire	me (low tone)	me (low tone) 	me (low tone)	me 	me (low tone)
56	smoke	thuta	thuta 	thuta/ ṭhutak	toto/tuta	tuta/ thuata
57	ash	me thala	thala	thala/ ṭhala	thala	thala
58	mud	thala	sebi	səbi	səbi	səbi
59	dust	dhulo	dhulo	tsharo/səbi	dhulo	dhulo
60	gold	ser	ser	ser	ser	ser
61	tree	dombo	doŋbo	dombo/doŋbo	doŋbo	doŋmo
62	leaf	sjomək	sjomak	sjomək/damma	sjomak	sjomak/ sjoma
63	root	tsəpren	tsaprin /tsapren	tarpen/tsabren	tsapren	tsapran/ tsabren
64	thorn	tsaŋ	tsaŋ	tsaŋ	tsaŋ	tsaŋ
65	flower	menduk	menduk	menduk	menduk	menduk/ mendok
66	fruit	phəlphul	phəlphul	phəlphul	phəlphul	phəlphul
67	mango	ãp	ãp	ãp	ãp	ãp
68	banana	reŋasiŋ	kera / renesiŋ	reŋasiŋ/kera	regaŋsiŋ	reŋasiŋ /regasiŋ
69	wheat(husked)	ṭha	ṭha	ṭha	ṭha	ṭha	WHEAT
70	barley	dzəu	dzəu	dzəu	dzəu	dzəu
71	rice (husked)	sjomuk	sjomuk /sjorok	sjorok/ tsoruk	sjomuk	sjomuk /sjoruk	RICE
72	potato	rege	rege	rege	rega	rege /rjaga
73	eggplant	bhenṭa	bhenṭa	bhenṭa	bhjanṭi	bhenṭa
74	groundnut	bədam	bədam	bədam	bədam	bədam
75	chili	khorsani	khorsani	khorsani	khorsani	khursani
76	turmeric	besar	besar	besar	besar	besar
77	garlic	gokpa	gokpa	gokpa	gokpa	gokpa
78	onion	pjadz	pjadz	pjadz	pjadz	pjadz
79	cauliflower	kauli	kauli	kauli	kauli	kopi
80	Tomato	golbhẽḍa	golbhẽḍa	golbhẽḍa	golbhẽḍa/ bendalo	benḍalu /  benḍaluk
81	cabbage	bənda	bənda	bənda	bənda	bənda
82	oil	mərgu	mərgu / morbuk	mərgu /marbo	morgu	morgue /mərgu
83	salt	tsha	tsha	tsha	tsha	tsha
84	meat	sja	sja	sja	sja	sja
85	fat (of meat)	tshilup	tshilup	tshilup/tshilu	tshilup	tshilup FAT
86	fish	ŋja	ŋja	ŋja	ŋja	ŋja
87	chicken	tshibuk	tshibuk /tshibuk	tshibuk/ tshirbu	tshibuk	tshirbuk /tsherbuk
88	egg	goŋa	goŋa /goma	gwã	goŋa	goŋa
89	cow	phalaŋ	phalaŋ	phalaŋ	phalaŋ	phalaŋ
90	buffalo	mesja (Rising tone)	mesja (Rising tone)	mesja (Rising tone)/ mesja (Rising tone) meisja	mesja	
91	milk	oma	oma	oma	oma	oma
92	horns	rədzjo	rədzjo	rədzo	rodzo	rədzjo / rodzek
93	tail	ŋama	ŋama	ŋama	ŋama	ŋama
94	goat	ra	ra	ra/ rak	ra	ra
95	dog	ki	ki	ki	ki	ki
96	snake	rul	rul	rul	rul	rul
97	monkey	moro	ṭakla phirkante	moro/rimsu	moro	moro
98	mosquito	lamkhuṭṭe	lamkhuṭṭe	lamkhuṭṭe	lamkhuṭṭe	lamkhuṭṭe
99	ant	ṭhoŋma	ṭhoŋma	ṭhoŋma	ṭhoŋma	ṭhoŋma/ ḍhoŋma
100	spider	gwãpali	gwãpali	gwãpali	gwãpali	gwãpali
101	name	min	min /miŋ	min	min	min
102	man	mi	mi	mi	mi	mi
103	woman	phemmemi	phemmemi	phemmemi/phemmeme	phememi	phemmemi
104	child	phidza	phidza	phidza	phidza	phidza
105	father	aba	aba	aba	aba	aba
106	mother	ama	ama	ama	ama	ama
107	older brother	nwa	adzjo	adzjo	adzjo	adzo/adjo
108	younger brother	adzi	noa	nwa	bhai	bhai
109	older sister	numu	adzi	adzi	adzi	adzi
110	younger sister	numu	numu/ numo	numu/nomo	bəini	bəini
111	son	phudzuŋ	phudzuŋ	phudzuŋ	phudzuŋ	phudzuŋ
112	daughter	phumu	phumu	phumo	phumu	phumu /phuma
113	husband	khjobo	khjobo	khjobo	kjobo	khjoba
114	wife	pheme	phimbe /phembe	phembe	phempe/phemme	phemme
115	boy	kjobomi	kjobomi	kjobo phidza	kjogophidza	khwapa phidza/ phudzuŋ
116	girl	phemmemi	pheme phidza	phemme phidza	phomophidza	pumu phidza/ phuma
117	day	ŋima	nimbu	ŋima	ŋimmu/ ŋimu	ŋiŋ
118	night	wase/nup	gwaka	gwapa/ nup	gwaka	nuk/ nub
119	morning	ŋəmu	ŋomo / məmu	ŋəmu/ŋomo	ŋamu/ ŋommo	ŋumu
120	noon	ŋimmu	ŋime ser /nimbo	ŋimmu /tshakəl	tshəkkəl	tsəkkəi
121	evening	sãdzh	gwase	gwase	sãdzh	sãdzh
122	yesterday	daŋ	daŋ	daŋ	daŋ	daŋ
123	today	thəriŋ	thəriŋ	thəri/ṭhəriŋ 	thəriŋ	tiriŋ/ thəri
124	tomorrow	ŋaro	ŋaro	ŋaro /ŋar	ŋaro	ŋaro
125	week	sata	sata	sata	həpta /sata	həpta/ həpta dzi
126	month	dawa	dawa	dawai/ dawa	dawa	dawa/ məina
127	year	lo	lo	lodzik/ lo	lo	lo
128	old	ŋimba	ŋimma	ŋimba	niŋ/ niŋba	ŋimba
129	new	samba	samba	samba	samba	samba/ səmba
130	good	lemu	lemu	lemu/lemo	lemu /lemo	lemo
131	bad	meleba	meleba	meleba	meleba /melaba	mjalaba
132	wet	ṭhaŋge	ṭhiŋge / lumma	ṭhaŋge/ lomba	muasuŋ/ ṭhəŋge	ṭaŋge / ṭhaŋge
133	dry	kəmbo	kombo	kəmbo /kamdzok	kimmu	kombo
134	long	riŋbu	riŋbu / rimmo	riŋbu	riŋju /riŋbo	rembo
135	short	thumma	thumma	thumma/ṭhumba 	ṭhumba	thumma
136	hot	ṭhummuk	ṭhombu	ṭhummuk/ṭhommu	ṭhuŋmu /ṭhommu	thommo/ thummu
137	cold	ṭhaŋge	kheba	ṭhaŋge /kheba	ṭhoŋge /ṭhəŋge	ṭhaŋge / ṭhebuk
138	right	sama	sama	sama	ja	daine
139	left	debre	debre	debre	jen	debre
140	near	ḍamḍu   	dondu	ŋibi	ŋibi / ŋghibhi	nibi   
141	far	thari	thari	thari	thari	thari
142	big	dzoba	dzoba	dzoba	goppəi	gokpo
143	small	ṭekṭe	ṭekṭe /ṭiṭṭi 	ṭekṭei	ṭikpidzi /ṭikpisik 	ṭikṭi
144	heavy	tsjande	tsinde /tsende	tsende	tsende/ tsedde	tsende
145	light	eŋge	eŋge / ine	eŋge	eŋge	eŋge
146	above	jar	kheŋla 	khella/khelṭa 	ine	jaŋge
147	below	thulla	thulla /mima	thulla/ thulṭa	nima /meba	umene
148	white	karmu	karmu	karmu	karmu	karmo
149	black	nakpo	nakpo	nakpo	nakpo	nakpo
150	red	marmu	mərmu /marmu	marmu	marmu	marmo
151	one	dokpei	dakpəi /dokpai	dokpei	dakpe /dokpe	dokpe
152	two	ŋi	ŋi	ŋi	ŋi	ŋi
153	three	sum	sum	sum	sum	sum
154	four	si	si	si	si	si
155	five	ŋa	ŋa	ŋa	ŋa	ŋa
156	six	ṭhuk	ṭhuk	ṭhuk/ ṭhu	ṭhuk	ṭhuk / ṭhok
157	seven	ḍun	don	dhun/ ḍhu	dun	ḍun
158	eight	get	get	gher	get	get
159	nine	gu	gu	ghe /gu	gu /go	gu
160	ten	tsutamba	tsutamba /tsətəmba	tsutamba/tsətəmba	tsuthaŋba /tsitamba 	tsethamba
161	eleven	tsjutsik	tsutsik	tsutsik	tsjutsik / tsutsik	tsiutsik
162	twelve	tsjuŋŋi	tsuŋgi	tsjuŋŋi	tsjuŋŋi /tsuŋŋi	ṭuiŋŋi
163	twenty	khaldzik/ŋesu	khaldzik/khadzjuk 	khaldzik /khadzjuk	khaldzik	khaldzik/səedzik
164	one hundred	khal ŋa	səe dzik	khalŋa	khaldzik taŋŋa /səe dzik	khal ŋa
165	who	su	su	su	su	suin
166	what	tse	tsi	tsi	tsi	tsi
167	where	khapa	khapa	khapa / khamba	khapa	khabəin
168	when	nam	nam	nam	nam	nam
169	how many	thoi	thoe	thoi	dhoi /thoi	thoi
170	which	khaŋ	khaŋ	khaŋ	tsiba /khaŋ	tsi
171	this	di	di	di	dila / di	de
172	that	the	the	the	the /diba	the
173	these	diba	diba / diwa	diba	diwala /diba	theba
174	those	theba	theba /thewa	theba	theba	theba
175	same	therəŋ	dhokraŋ	therəŋ	theraŋiŋ /therəŋ	the
176	different	khudup	dzendzik/khuduk	khuduk	dzentaŋiŋ / khudu	khudukraŋ
177	whole	gaŋe	gaŋe	gaŋe	gaŋa /gaŋe	gaŋaraŋ
178	broken	tsjakpate	tsjakpate	tsjakpate	tsjaksuŋ /tsjakpate	tsjakpate
179	few	ṭikpi	ṭikpi	ṭikpisik	ṭikpisi	ṭibisik
180	many	kalbei	kalbei /kalbe	kalbei	khəlbei /kəlbedze	kəlbəi
181	all	gaŋe	gaŋe	gaŋe	gaŋe	gaŋraŋ
182	to eat	sabla	sobap / satsja	sabla	sable /sola	sa
183	to bite	murala	murap / sataptsja	murala	murala	mur
184	to  be hungry	twaba	twabalasuŋ	twabala	twaba /twabala	gam
185	to drink	thuŋala	thubap /thuŋtsja	thuŋala	thuŋala /thumala	thuŋ
186	to  be thirsty	komba laŋala	kombalasuŋ / kombalatsja	komba/ laŋala	komba laŋala /kobala	kom
187	to sleep	ŋjalala	ŋjalap /ŋjaltsja	ŋjalala	ŋjalala/ ŋjalala	ŋja
188	to lie	rilala	rilap /riltsja	ŋjalala	rilala	ril
189	to  sit	detala	detap / dettsja	detala	detala	de
190	to  give 	terala	bindap/ tersja	terala	terala	ter	GIVE
191	to  burn	sekpala	dzhibakabap /sektsja	sekpala /dzibala	sekpala	sek
192	to die	sjapla	situŋ /sitsja	sjapla /sjotala	sjapla	si
193	to  kill 	setala	setap/ settsja	setala	setala	set	KILL
194	to  fly	phurala	phurap/ phurtsja	phurala	phurala	lam / laŋ
195	to  walk 	kjambala	khambap/ khamtsja	kjambala	kjambala/ khjambala	khjam	WALK
196	to run/ run	tsjoŋala	tshwabap /tshjoŋsja	tsjoŋala	tsjoŋala	tsjoŋ	RUN
197	to go /go	dwapla	galap /dotshja	duapla	dwapla	ḍo	GO
198	to  come	oŋala	walap /oŋtsja	oŋala	oŋala	sjok
199	to  speak/ speak	bat khitala	bat khabap /bat khitsja	bat khitala	bat khitala/ bat khetala	bat ki	SPEAK
200	to  hear/hear/listen	ŋjalala	ŋendap /ŋetsja	ŋjalala / ṭhobala	ŋjalala	ŋjal	LISTEN
201	to  look/look	tapla	tawap /tatshja	tapla	tapla	ta	LOOK
202	I 	ŋa	ŋa	ŋa	ŋa	ŋa
203	you (informal)	kho	kho	kho	kho	kho
204	you (formal)	khoraŋ	khoraŋ	khoraŋ /kho	kho /khorəŋ	khoroŋ
205	he	the	the	the	phipa/ the	the
206	she	the	the 	the	phipa/ the	the
207	we (inclusive)	oroŋ	ŋwokon /oroŋ 	oroŋ	ŋoroŋ	ŋoruŋ
208	we (exclusive)	oroŋ	ŋwokon /oroŋ	oroŋ	ŋoroŋ	ŋoruŋ
209	you (plural)	kheon	kjokonbəri /khekon	kheon	khjonla/ kjoŋ	khjon
210	they	kheba	thewabəri /theba	kheba / ṭheba	thebala/ theba	khjokon
