ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	MORPHEMES	NOTE	TOKENS	VALUE
2570	tʰ a.χ + k.w a	1374	None	ROPE	Xiahe	th.a.χ._.k.w.a	None		tʰ a.χ + k.w a	thaχ kwa
2571	r.n̥ e	1375	None	ROPE	Alike	r.n̥.e	None	!	r.n̥ e	rn̥e
2572	tʰ o.k + k.w a	1374	None	ROPE	Alike	th.o.k._.k.w.a	None		tʰ o.k + k.w a	thok kwa
51	k a.ɹ + m a	1410	2565 11	STAR	Gyalsumdo	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
312	k a.ɹ + m a	1410	2565 11	STAR	Jirel	kaɹma	star/white _ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
571	k a.r + m a	1410	2565 11	STAR	Kagate	karma	star/white _:ma-suffix/ma	[x]	k a.r + m a	karma
825	k a.ɹ + m a	1410	2565 11	STAR	Lowa	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
1081	k a.ɹ + m a	1410	2565 11	STAR	Nubri	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
1330	k ə/a.r + m a	1410	2565 11	STAR	Sherpa	kərma	star/white _:ma-suffix/ma	[x]	k ə/a.r + m a	kərma
1331	k ə/a.r + dz.j a.ŋ	1410	2565 2567	STAR	Sherpa	kərdzjaŋ	star/white _star/dzjaŋ	[x]	k ə/a.r + dz.j a.ŋ	kərdzjaŋ
1575	k a.ɹ + m a	1410	2565 11	STAR	Tsum	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
1836	k ə/a.ɾ + m a	1410	2565 11	STAR	Yolmo	kəɾma	star/white _:ma-suffix/ma	[x]	k ə/a.ɾ + m a	kəɾma
2658	m a ⁵⁵ + m a ⁵³	1411	None	STAR	Batang	m.a.⁵⁵.◦.m.a.⁵³	None		m a ⁵⁵ + m a ⁵³	ma⁵⁵ma⁵³
2659	- k aː - - - ⁵⁵ + m a ⁵⁵	1410	None	STAR	Lhasa	k.aː.⁵⁵.◦.m.a.⁵⁵	None		k aː ⁵⁵ + m a ⁵⁵	kaː⁵⁵ma⁵⁵
2660	r.k a.r + - m æ -	1410	None	STAR	Alike	r.k.a.r._.m.æ	None	!	r.k a.r + m æ	rkar mæ
2661	h.k a.r + - m a -	1410	None	STAR	Xiahe	h.k.a.r._.m.a	None	!	h.k a.r + m a	hkar ma
54	ts a.ŋ + p u	1368	2270 1581	RIVER	Gyalsumdo	tsaŋpu	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + p u	tsaŋpu
315	!tʰ/ts a.ŋ + k a	1368	2270 2272	RIVER	Jirel	tʰaŋka	river/tsaŋ _:suffix/ka	[x]	!tʰ/ts a.ŋ + k a	tʰaŋka
574	ts a.ŋ + b u	1368	2270 1581	RIVER	Kagate	tsaŋbu	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + b u	tsaŋbu
828	ts a.ŋ + p o	1368	2270 1581	RIVER	Lowa	tsaŋpo	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + p o	tsaŋpo
1084	k.j u.g + tɕʰ.j u	677	2273 2274	RIVER	Nubri	kjuɡtɕʰju	river/kjug _river/tshju	[x]	k.j u.g + tɕʰ.j u	kjuɡtɕʰju
1334	ts ə.ŋ + b u	1368	2270 1581	RIVER	Sherpa	tsəŋbu	river/tsaŋ _:bu-suffix/pu	[x]	ts ə.ŋ + b u	tsəŋbu
1578	ts a.ŋ + b o	1368	2270 1581	RIVER	Tsum	tsaŋbo	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + b o	tsaŋbo
1840	ts ə.ŋ + b u	1368	2270 1581	RIVER	Yolmo	tsəŋbu	river/tsaŋ _:bu-suffix/pu	[x]	ts ə.ŋ + b u	tsəŋbu
2554	tɕʰ u ⁵³	1369	None	RIVER	Batang	tɕʰ.ᴜ.⁵³	None		tɕʰ u ⁵³	tɕhᴜ⁵³
2555	ts a.ŋ ⁵⁵ + p o ⁵⁵	1368	None	RIVER	Lhasa	ts.a.ŋ.⁵⁵.◦.p.o.⁵⁵	None		ts a.ŋ ⁵⁵ + p o ⁵⁵	tsaŋ⁵⁵po⁵⁵
2556	tɕʰ u ⁵⁵	1369	None	RIVER	Lhasa	tɕʰ.u.⁵⁵	None		tɕʰ u ⁵⁵	tɕhu⁵⁵
2557	tɕʰ ə -	1369	None	RIVER	Xiahe	tɕh.ə	None		tɕʰ ə	tɕhə
2558	tɕʰ ə -	1369	None	RIVER	Alike	tɕh.ə	None		tɕʰ ə	tɕhə
55	m u.g + p a	176	536 10	CLOUD	Gyalsumdo	muɡpa	cloud/muk _pa-suffix/pa	[x]	m u.g + p a	muɡpa
316	m u.k + p a	176	536 10	CLOUD	Jirel	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
575	m u.k + p a	176	536 10	CLOUD	Kagate	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
829	ʂ.ɹ i.ŋ + p a	1216	538 10	CLOUD	Lowa	ʂɹiŋpa	cloud/sriŋ _:pa-suffix/pa	[x]	ʂ.ɹ i.ŋ + p a	ʂɹiŋpa
1085	m u.g + p a	176	536 10	CLOUD	Nubri	muɡpa	cloud/muk _pa-suffix/pa	[x]	m u.g + p a	muɡpa
1335	m u.k + p a	176	536 10	CLOUD	Sherpa	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
1579	m u.k + p a.ʔ	176	536 10	CLOUD	Tsum	mukpaʔ	cloud/muk _pa-suffix/pa	[x]	m u.k + p a.ʔ	mukpaʔ
1841	m u.k + p a	176	536 10	CLOUD	Yolmo	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
2132	- ʈʂ - - ĩ - ⁵⁵ - - - -	1216	None	CLOUD	Batang	tʂ.ĩ.∼.⁵⁵	None		ʈʂ ĩ ⁵⁵	tʂĩ⁵⁵
2133	- ʂ - - ə n - - - - -	1216	None	CLOUD	Xiahe	ʂ.ə.n	None		ʂ ə n	ʂən
2134	- ʈʂ - - ĩ - ⁵⁵ + p ə ⁵⁵	1216	None	CLOUD	Lhasa	tʂ.ĩ.∼.⁵⁵.◦.p.ə.⁵⁵	None		ʈʂ ĩ ⁵⁵ + p ə ⁵⁵	tʂĩ⁵⁵pə⁵⁵
2135	w.ʈʂ ə.n	1216	None	CLOUD	Alike	w.tʂ.ə.n	None	!	w.ʈʂ ə.n	wtʂən
58	h.l a + w a	1486	3690 56	WIND	Gyalsumdo	hlawa	wind/hla _:wa-suffix/wa	[x]	h.l a + w a	hlawa
320	h.l a + b a	1486	3690 10	WIND	Jirel	hlaba	wind/hla _:pa-suffix/pa	[x]	h.l a + b a	hlaba
578	h.l a + b a	1486	3690 10	WIND	Kagate	hlaba	wind/hla _:pa-suffix/pa	[x]	h.l a + b a	hlaba
832	l u.ŋ - - -	1485	3691	WIND	Lowa	luŋ	wind/luŋ	[x]	l u.ŋ	luŋ
833	l u.ŋ + p o	1485	3691 3689	WIND	Lowa	luŋpo	wind/luŋ _:po-suffix	[x]	l u.ŋ + p o	luŋpo
1088	h.l a + w a	1486	3690 56	WIND	Nubri	hlawa	wind/hla _:wa-suffix/wa	[x]	h.l a + w a	hlawa
1338	l u.ŋ - - -	1485	3691	WIND	Sherpa	luŋ	wind/luŋ	[x]	l u.ŋ	luŋ
1582	h.l a + p a	1486	3690 10	WIND	Tsum	hlapa	wind/hla _:pa-suffix/pa	[x]	h.l a + p a	hlapa
1844	h.l a + w a	1486	3690 56	WIND	Yolmo	hlawa	wind/hla _:wa-suffix/wa	[x]	h.l a + w a	hlawa
2838	- l ũ - ⁵⁵	1485	None	WIND	Batang	l.ũ.∼.⁵⁵	None		l ũ ⁵⁵	lũ⁵⁵
2839	ɬ a.k ⁵⁵ + p a ⁵⁵	1486	None	WIND	Lhasa	ɬ.a.k.⁵⁵.◦.p.a.⁵⁵	None		ɬ a.k ⁵⁵ + p a ⁵⁵	ɬak⁵⁵pa⁵⁵
2840	sʰ e + r ə	1487	None	WIND	Xiahe	sʰ.e._.r.ə	None	???	sʰ e + r ə	she rə
2841	w.l o ŋ	1485	None	WIND	Alike	w.l.o.ŋ	None	!	w.l o ŋ	wloŋ
61	p e + m a	1382	2384 1442	SAND	Gyalsumdo	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
323	pʰ e + s a	1382	2384 57	SAND	Jirel	pʰesa	sand/phe _sand/sa	[x]	pʰ e + s a	pʰesa
581	p e + m a	1382	2384 1442	SAND	Kagate	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
836	p e + m a	1382	2384 1442	SAND	Lowa	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
1091	p ɛ̃ː/ɛ + Ø/m Ø/a	1382	2384 1442	SAND	Nubri	pɛ̃:	sand/phe _:ma-suffix	[x]	p ɛ̃ː/ɛ + Ø/m Ø/a	pɛ̃:
1341	pʰ e + m a	1382	2384 1442	SAND	Sherpa	pʰema	sand/phe _:ma-suffix	[x]	pʰ e + m a	pʰema
1585	i + j ã.ʔ	715	2387 2388	SAND	Tsum	ijãʔ	sand/i sand/jã?	[x]	i + j ã.ʔ	ijãʔ
1847	p e + m a	1382	2384 1442	SAND	Yolmo	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
2588	- ɕ ɪ ¹³ + - - m a ⁵⁵	1382	None	SAND	Batang	ɕ.ɪ.¹³.◦.m.a.⁵⁵	None		ɕ ɪ ¹³ + m a ⁵⁵	ɕɪ¹³ma⁵⁵
2589	- tɕʰ e ¹³ + - - m a ⁵⁵	1382	None	SAND	Lhasa	tɕʰ.e.¹³.◦.m.a.⁵⁵	None		tɕʰ e ¹³ + m a ⁵⁵	tɕhe¹³ma⁵⁵
2590	- ɕ e + - - - m a -	1382	None	SAND	Xiahe	ɕ.e._.m.a	None		ɕ e + m a	ɕe ma
2591	w.ɕ e + - - - m æ -	1382	None	SAND	Alike	w.ɕ.e._.m.æ	None	!	w.ɕ e + m æ	wɕe mæ
65	s a - - -	534	1831	MUD	Gyalsumdo	sa	mud/sa	[x]	s a	sa
327	s ə + b i	534	1831 1832	MUD	Jirel	səbi	mud/sa _mud/bi	[x]	s ə + b i	səbi
585	s e + b i	534	1831 1832	MUD	Kagate	sebi	mud/sa _mud/bi	[x]	s e + b i	sebi
840	ⁿd̪ a.m + p a.k	1342	1833 1834	MUD	Lowa	n̪d̪ampak	mud/dam _mud/pak	[x]	ⁿd̪ a.m + p a.k	n̪d̪ampak
841	s a - - -	534	1831	MUD	Lowa	sa	mud/sa	[x]	s a	sa
1095	t̪ a.m + p a	1342	1833 1834	MUD	Nubri	t̪ampa	mud/dam _mud/pak	[!] could be a pa-suffix	t̪ a.m + p a	t̪ampa
1345	t̪ʰ a + l a	1342	1833 1835	MUD	Sherpa	t̪ʰala	mud/tha _:suffix/la	[?] loan from Chinese?	t̪ʰ a + l a	t̪ʰala
1589	s a - - -	534	1831	MUD	Tsum	sa	mud/sa	[x]	s a	sa
1851	s a + s a	534	1831 1836	MUD	Yolmo	sasa	mud/sa _mud/sa-2	[x]	s a + s a	sasa
2477	- ⁿd ɑ - ¹³ + b ɑ.ʔ ⁵³	1342	None	MUD	Batang	nd.ɑ.¹³.◦.b.ɑ.ʔ.⁵³	None	!	ⁿd ɑ ¹³ + b ɑ.ʔ ⁵³	ndɑ¹³bɑʔ⁵³
2478	- ⁿd a - + m.b a.x	1342	None	MUD	Xiahe	nd.a._.m.b.a.x	None	!	ⁿd a + m.b a.x	nda mbax
2479	t a.k ¹³ + - p a - ⁵²	1342	None	MUD	Lhasa	t.a.k.¹³.◦.p.a.⁵²	None		t a.k ¹³ + p a ⁵²	tak¹³pa⁵²
2480	n.d a.m + m.b a.k	1342	None	MUD	Alike	n.d.a.m._.m.b.a.k	None	!	n.d a.m + m.b a.k	ndam mbak
66	t̪ʰ a + l a - - -	1237	70 71	DUST	Gyalsumdo	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
328	!d̪/t̪ʰ !u/a + l !o/a - - -	1237	70 71	DUST	Jirel	d̪ulo	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	!d̪/t̪ʰ !u/a + l !o/a	d̪ulo
586	t̪ʰ a + l Ø/a + dz u.k	1237	70 71 60	DUST	Kagate	t̪ʰaldzuk	ash/tha _ash/la _dust/dzuk	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l Ø/a + dz u.k	t̪ʰaldzuk
842	t̪ʰ a + l a - - -	1237	70 71	DUST	Lowa	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1096	t̪ʰ a + l a - - -	1237	70 71	DUST	Nubri	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1346	t̪ʰ a + l !Ø/a + d̪ u.k	1237	70 71 60	DUST	Sherpa	t̪ʰald̪uk	ash/tha _ash/la _dust/dzuk	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l !Ø/a + d̪ u.k	t̪ʰald̪uk
1590	t̪ʰ a + l a - - -	1237	70 71	DUST	Tsum	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1852	t̪ʰ a + l !Ø/a + b i	1237	70 71 61	DUST	Yolmo	t̪ʰalbi	ash/tha _ash/la _dust/bi	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l !Ø/a + b i	t̪ʰalbi
2190	- - - - tʰ ɛ - ⁵⁵ + l a ⁵⁵	1237	None	DUST	Lhasa	th.ɛ.⁵⁵.◦.l.a.⁵⁵	None		tʰ ɛ ⁵⁵ + l a ⁵⁵	thɛ⁵⁵la⁵⁵
2191	tʰ ei ¹³ + k ɑ ⁵⁵	1237	None	DUST	Batang	th.e.i.¹³.◦.k.ɑ.⁵⁵	None		tʰ ei ¹³ + k ɑ ⁵⁵	thei¹³kɑ⁵⁵
